MTV,#genre#
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8?zanhd
六安新闻综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8?zanhd
六安公共,http://pili-live-rtmp.luan2.hfmt.net/luan2/ggpd.m3u8?zanhd
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨影,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
兵团五师双河影,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd
延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild
延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江综合,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
YMG新闻,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
余姚频道,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
枣庄新闻,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd



雨露推荐,#genre#


凤凰中文,http://rihou.cc:555/tv/[Pd]%E5%87%A4%E5%87%B0%E4%B8%AD%E6%96%87
凤凰资讯,http://rihou.cc:555/tv/[Pd]%E5%87%A4%E5%87%B0%E8%B5%84%E8%AE%AF

HKS,https://www.hkstv.tv/api/m3u8-proxy?url=http%3A%2F%2Fwebcast.hkstv.tv%2Flivestream%2Fmutfysrq%2Fplaylist.m3u8



龙华电影,http://rihou.cc:555/tv/[Pd]%E9%BE%99%E5%8D%8E%E7%94%B5%E5%BD%B1
无限功夫,http://rihou.cc:555/tv/[Pd]%E6%97%A0%E7%BA%BF%E5%8A%9F%E5%A4%AB

澳视澳门FYtv,http://iptv.4666888.xyz/iptv2A.php?id=41


凤凰中文FYtv,http://iptv.4666888.xyz/iptv2A.php?id=27
有线新闻FYtv,http://iptv.4666888.xyz/iptv2A.php?id=31
无线翡翠FYtv,http://iptv.4666888.xyz/iptv2A.php?id=34

无线明珠FYtv,http://iptv.4666888.xyz/iptv2A.php?id=29
无线娱乐FYtv,http://iptv.4666888.xyz/iptv2A.php?id=36
无线千禧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=22
无线1_美FYtv,http://iptv.4666888.xyz/iptv2A.php?id=25

有线综合FYtv,http://iptv.4666888.xyz/iptv2A.php?id=35
美亚电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=30
RTHK-31FYtv,http://iptv.4666888.xyz/iptv2A.php?id=23
tvbs新闻FYtv,http://iptv.4666888.xyz/iptv2A.php?id=43
纬来电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=40
龙华电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=45
东森电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=48
民视闽南FYtv,http://iptv.4666888.xyz/iptv2A.php?id=55
民视影剧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=53
民视综艺FYtv,http://iptv.4666888.xyz/iptv2A.php?id=46
中视经典FYtv,http://iptv.4666888.xyz/iptv2A.php?id=54
非凡商业FYtv,http://iptv.4666888.xyz/iptv2A.php?id=44
华艺中文FYtv,http://iptv.4666888.xyz/iptv2A.php?id=37
博运动壹FYtv,http://iptv.4666888.xyz/iptv2A.php?id=6
八度空间FYtv,http://iptv.4666888.xyz/iptv2A.php?id=52
爱奇艺综FYtv,http://iptv.4666888.xyz/iptv2A.php?id=21
JET-综合FYtv,http://iptv.4666888.xyz/iptv2A.php?id=51
ELta综合FYtv,http://iptv.4666888.xyz/iptv2A.php?id=49
rock娱乐FYtv,http://iptv.4666888.xyz/iptv2A.php?id=50
EYE-戏剧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=56
wwe格斗FYtv,http://iptv.4666888.xyz/iptv2A.php?id=5

Football-FYtv,http://iptv.4666888.xyz/iptv2A.php?id=4
CCTV-01FYtv,http://iptv.4666888.xyz/iptv2A.php?id=7
CCTV-02FYtv,http://iptv.4666888.xyz/iptv2A.php?id=8
CCTV-03FYtv,http://iptv.4666888.xyz/iptv2A.php?id=9
CCTV-04FYtv,http://iptv.4666888.xyz/iptv2A.php?id=10
CCTV-13FYtv,http://iptv.4666888.xyz/iptv2A.php?id=11
CCTV-14FYtv,http://iptv.4666888.xyz/iptv2A.php?id=12
CCTV-16FYtv,http://iptv.4666888.xyz/iptv2A.php?id=32
浙江卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=14
江苏卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=15
湖南卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=13
广东卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=18
山西卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=16
青海卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=17

港澳台直播①,#genre#
凤凰中文,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%87%A4%E5%87%B0%E4%B8%AD%E6%96%87&tid=1&key=122AI
凤凰资讯,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%87%A4%E5%87%B0%E8%B5%84%E8%AE%AF&tid=1&key=122AI
凤凰香港,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%87%A4%E5%87%B0%E9%A6%99%E6%B8%AF&tid=1&key=122AI
凤凰电影,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%87%A4%E5%87%B0%E7%94%B5%E5%BD%B1&tid=1&key=122AI
凤凰澳洲,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%87%A4%E5%87%B0%E6%BE%B3%E6%B4%B2&tid=1&key=122AI
TVB翡翠台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%BF%A1%E7%BF%A0%E5%8F%B0&tid=1&key=122AI
TVB黃金翡翠台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E9%BB%83%E9%87%91%E7%BF%A1%E7%BF%A0%E5%8F%B0&tid=1&key=122AI
TVB无线新闻台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%97%A0%E7%BA%BF%E6%96%B0%E9%97%BB%E5%8F%B0&tid=1&key=122AI
TVB娛樂新聞台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E5%A8%9B%E6%A8%82%E6%96%B0%E8%81%9E%E5%8F%B0&tid=1&key=122AI
TVB明珠台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%98%8E%E7%8F%A0%E5%8F%B0&tid=1&key=122AI
TVB生活台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%94%9F%E6%B4%BB%E5%8F%B0&tid=1&key=122AI
TVBplus,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVBplus&tid=1&key=122AI
TVBSUPER-FREE,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVBSUPER-FREE&tid=1&key=122AI
TVB亞洲劇台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E4%BA%9E%E6%B4%B2%E5%8A%87%E5%8F%B0&tid=1&key=122AI
TVB粵語片台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%B2%B5%E8%AA%9E%E7%89%87%E5%8F%B0&tid=1&key=122AI
TVB粤语片澳洲台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%B2%A4%E8%AF%AD%E7%89%87%E6%BE%B3%E6%B4%B2%E5%8F%B0&tid=1&key=122AI
TVB戲曲台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%88%B2%E6%9B%B2%E5%8F%B0&tid=1&key=122AI
TVB千禧經典台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E5%8D%83%E7%A6%A7%E7%B6%93%E5%85%B8%E5%8F%B0&tid=1&key=122AI
TVB華語劇台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E8%8F%AF%E8%AA%9E%E5%8A%87%E5%8F%B0&tid=1&key=122AI
TVB黃金華劇台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E9%BB%83%E9%87%91%E8%8F%AF%E5%8A%87%E5%8F%B0&tid=1&key=122AI
TVB星河台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%98%9F%E6%B2%B3%E5%8F%B0&tid=1&key=122AI
TVB星河台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%98%9F%E6%B2%B3%E5%8F%B0&tid=2&key=122AI
TVB武功台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%AD%A6%E5%8A%9F%E5%8F%B0&tid=1&key=122AI
TVB武功台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%AD%A6%E5%8A%9F%E5%8F%B0&tid=2&key=122AI
TVB翡翠一台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%BF%A1%E7%BF%A0%E4%B8%80%E5%8F%B0&tid=1&key=122AI
TVB翡翠娱乐台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%BF%A1%E7%BF%A0%E5%A8%B1%E4%B9%90%E5%8F%B0&tid=1&key=122AI
TVB翡翠剧集台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%BF%A1%E7%BF%A0%E5%89%A7%E9%9B%86%E5%8F%B0&tid=1&key=122AI
TVB明珠剧集,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%98%8E%E7%8F%A0%E5%89%A7%E9%9B%86&tid=1&key=122AI
TVB无线新闻台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E6%97%A0%E7%BA%BF%E6%96%B0%E9%97%BB%E5%8F%B0&tid=2&key=122AI
TVB翡翠综合台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%BF%A1%E7%BF%A0%E7%BB%BC%E5%90%88%E5%8F%B0&tid=1&key=122AI
TVB翡翠越文台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%BF%A1%E7%BF%A0%E8%B6%8A%E6%96%87%E5%8F%B0&tid=1&key=122AI
TVB华丽翡翠台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E5%8D%8E%E4%B8%BD%E7%BF%A1%E7%BF%A0%E5%8F%B0&tid=1&key=122AI
TVB粤语片,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E7%B2%A4%E8%AF%AD%E7%89%87&tid=1&key=122AI
美亚电影台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E7%BE%8E%E4%BA%9A%E7%94%B5%E5%BD%B1%E5%8F%B0&tid=1&key=122AI
美亚电影台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E7%BE%8E%E4%BA%9A%E7%94%B5%E5%BD%B1%E5%8F%B0&tid=2&key=122AI
天映频道,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%A4%A9%E6%98%A0%E9%A2%91%E9%81%93&tid=1&key=122AI
天映经典,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%A4%A9%E6%98%A0%E7%BB%8F%E5%85%B8&tid=1&key=122AI
TVN,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVN&tid=1&key=122AI
中国电影频道,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E4%B8%AD%E5%9B%BD%E7%94%B5%E5%BD%B1%E9%A2%91%E9%81%93&tid=1&key=122AI
创世电视,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E5%88%9B%E4%B8%96%E7%94%B5%E8%A7%86&tid=1&key=122AI
Animax,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Animax&tid=1&key=122AI
AXN,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=AXN&tid=1&key=122AI
zooMoo,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=zooMoo&tid=1&key=122AI
Thrill,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Thrill&tid=1&key=122AI
PopC,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=PopC&tid=1&key=122AI
ViuTV,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=ViuTV&tid=1&key=122AI
RTHK31,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=RTHK31&tid=1&key=122AI
RTHK32,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=RTHK32&tid=1&key=122AI
HOY76,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HOY76&tid=1&key=122AI
HOY77,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HOY77&tid=1&key=122AI
HOY78,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HOY78&tid=1&key=122AI
ROCKEntertainment,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=ROCKEntertainment&tid=1&key=122AI
ROCKActionH264,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=ROCKActionH264&tid=1&key=122AI
KIX,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=KIX&tid=1&key=122AI
有线18,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E6%9C%89%E7%BA%BF18&tid=1&key=122AI
赛马88台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=%E8%B5%9B%E9%A9%AC88%E5%8F%B0&tid=1&key=122AI
SUPER18台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER18%E5%8F%B0&tid=1&key=122AI
SUPEREYT,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPEREYT&tid=1&key=122AI
SUPERMusic,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPERMusic&tid=1&key=122AI
SUPERSports,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPERSports&tid=1&key=122AI
SUPER劇場,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E5%8A%87%E5%A0%B4&tid=1&key=122AI
SUPER煲劇,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E7%85%B2%E5%8A%87&tid=1&key=122AI
SUPER獎門人,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E7%8D%8E%E9%96%80%E4%BA%BA&tid=1&key=122AI
SUPER話當年,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E8%A9%B1%E7%95%B6%E5%B9%B4&tid=1&key=122AI
SUPER識嘆,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E8%AD%98%E5%98%86&tid=1&key=122AI
SUPER識食,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E8%AD%98%E9%A3%9F&tid=1&key=122AI
SUPER金曲,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=SUPER%E9%87%91%E6%9B%B2&tid=1&key=122AI
TVB儿童台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=TVB%E5%84%BF%E7%AB%A5%E5%8F%B0&tid=1&key=122AI
NowTV新闻台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowTV%E6%96%B0%E9%97%BB%E5%8F%B0&tid=1&key=122AI
NowTV财经台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowTV%E8%B4%A2%E7%BB%8F%E5%8F%B0&tid=1&key=122AI
CINEMAX,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=CINEMAX&tid=1&key=122AI
HBOFamily温馨家庭,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HBOFamily%E6%B8%A9%E9%A6%A8%E5%AE%B6%E5%BA%AD&tid=1&key=122AI
HBOHits强档巨献,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HBOHits%E5%BC%BA%E6%A1%A3%E5%B7%A8%E7%8C%AE&tid=1&key=122AI
HBO,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HBO&tid=1&key=122AI
HBOSignature原创巨献,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=HBOSignature%E5%8E%9F%E5%88%9B%E5%B7%A8%E7%8C%AE&tid=1&key=122AI
MOVIEMOVIE,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=MOVIEMOVIE&tid=1&key=122AI
NowSports1,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports1&tid=1&key=122AI
Now爆谷台原声,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Now%E7%88%86%E8%B0%B7%E5%8F%B0%E5%8E%9F%E5%A3%B0&tid=1&key=122AI
Now爆谷台国语,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Now%E7%88%86%E8%B0%B7%E5%8F%B0%E5%9B%BD%E8%AF%AD&tid=1&key=122AI
NowJelli资金国际,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowJelli%E8%B5%84%E9%87%91%E5%9B%BD%E9%99%85&tid=1&key=122AI
Now爆谷星影台原声,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Now%E7%88%86%E8%B0%B7%E6%98%9F%E5%BD%B1%E5%8F%B0%E5%8E%9F%E5%A3%B0&tid=1&key=122AI
Now爆谷星影台国语,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Now%E7%88%86%E8%B0%B7%E6%98%9F%E5%BD%B1%E5%8F%B0%E5%9B%BD%E8%AF%AD&tid=1&key=122AI
Now華劇台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Now%E8%8F%AF%E5%8A%87%E5%8F%B0&tid=1&key=122AI
Viu頻道,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Viu%E9%A0%BB%E9%81%93&tid=1&key=122AI
NOW668赛马,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NOW668%E8%B5%9B%E9%A9%AC&tid=1&key=122AI
NowSports英超1台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%851%E5%8F%B0&tid=1&key=122AI
NowSports英超2台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%852%E5%8F%B0&tid=1&key=122AI
NowSports英超3台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%853%E5%8F%B0&tid=1&key=122AI
NowSports英超4台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%854%E5%8F%B0&tid=1&key=122AI
NowSports英超5台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%855%E5%8F%B0&tid=1&key=122AI
NowSports英超6台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%856%E5%8F%B0&tid=1&key=122AI
NowSports英超7台,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports%E8%8B%B1%E8%B6%857%E5%8F%B0&tid=1&key=122AI
NowSports1,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports1&tid=2&key=122AI
NowSports2,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports2&tid=1&key=122AI
NowSports3,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports3&tid=1&key=122AI
NowSports4,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports4&tid=1&key=122AI
NowSports5,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports5&tid=1&key=122AI
NowSports6,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports6&tid=1&key=122AI
NowSports7,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=NowSports7&tid=1&key=122AI
MediaCorpU,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=MediaCorpU&tid=1&key=122AI
Hub娱家,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Hub%E5%A8%B1%E5%AE%B6&tid=1&key=122AI
Hub都会,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Hub%E9%83%BD%E4%BC%9A&tid=1&key=122AI
Hub如意,http://aitv.aoshitv.top/襖視QQ群244959863.php?id=Hub%E5%A6%82%E6%84%8F&tid=1&key=122AI

港澳台直播②,#genre#
TNTSports3,http://iptv.4666888.xyz/iptv2A.php?id=3
鳳凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
TVB翡翠,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
TVB plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB星河,http://r.jdshipin.com/Voac4
ViuTV,https://cdn.163189.xyz/163189/viu
千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=22
HOY76,http://hls.168.us.kg/u/76/master.m3u8
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
HOY78,http://iptv.4666888.xyz/iptv2A.php?id=31
RHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
RHK32,http://cdn.163189.xyz/163189/rthk32
TVB娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33
澳視澳門,http://iptv.4666888.xyz/iptv2A.php?id=41
TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
华视,http://74.91.26.218:82/live/cts.m3u8
中视,http://74.91.26.218:82/live/ctv.m3u8
公视,http://74.91.26.218:82/live/pts.m3u8
台视,http://74.91.26.218:82/live/ttv.m3u8
華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21
靖洋戏剧,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56
邵氏武侠,http://iptv.4666888.xyz/iptv2A.php?id=40
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
Now新闻,http://cdn.163189.xyz/163189/now
Now财经,http://hls.168.us.kg/u/333/master.m3u8
Now直播,https://stream1.freetv.fun/20a385a5c465c7bbffb60b3309e265829208c3fbf4e3fd0eedbca1776b2c8f23.m3u8
Now体育,http://rihou.cc:555/tv/[Mt]Now体育
无线新闻,http://74.91.26.218:82/live/inews.m3u8
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,http://74.91.26.218:82/live/j2.m3u8
TVBS新闻台,http://rihou.cc:555/tv/[FY]tvbS新闻
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/
翡翠台,https://o11.163189.xyz/stream/tvb/fct4k/
华丽翡翠台,https://o11.163189.xyz/stream/live/hlt/
唐NTD,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
iQIYI,https://o11.163189.xyz/stream/live/iqiyi/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
ASTV亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空音乐,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
凤凰中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
龙华电影,https://cdn8.163189.xyz/163189/lhdy
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
龙华日韩,https://cdn8.163189.xyz/163189/lhrh
龙华偶像,https://cdn8.163189.xyz/163189/lhox
龙华经典,https://cdn8.163189.xyz/163189/lhjd
民视新闻,http://74.91.26.218:82/live/ftvnews.m3u8
